483	Golden Raisin Oat Bran Muffins	"America needs more bran," says food editor Ian Knauer. It's hard to argue when your mouth is full of one of his crumbly, deliciously buttery bran muffins. Golden raisins add sunny bursts to this healthful snack.	Preheat oven to 375F with rack in middle. Butter muffin pan.@newline@Whisk together flour, oat bran, sugar, baking powder, baking soda, salt, and cinnamon in a large bowl.@newline@In a separate bowl, whisk together buttermilk, honey, butter, and eggs. Add to dry ingredients along with raisins and stir until just combined.@newline@Divide batter among muffin cups. Bake until a wooden pick inserted into center of a muffin comes out clean, about 20 minutes. Turn out onto a rack to cool.	12
484	Calamari-Olive Salad	This beautiful seafood salad makes a terrific home for leftover Nioise olives from the braised pVeal Cacciatorep . Quickly cooking the calamari renders it snowy white and very tendersuch a nice backdrop to the salty olives and crunchy celery. Scallion, lemon zest, and celery add freshness.	Rinse squid under cold running water, then pat dry between paper towels. Halve tentacles lengthwise and cut bodies (including flaps, if attached) crosswise into 1/8-inch-wide rings. Cook in a 4-quart pot of boiling salted water (1 tablespoon salt for 3 quarts water), uncovered, until just opaque, 30 to 40 seconds. Drain and immediately transfer to an ice bath to stop cooking. When squid is cool, drain and pat dry.@newline@Meanwhile, combine remaining ingredients and 1/4 teaspoon salt in a large bowl. Add squid and toss until combined well. Serve chilled or at room temperature.	12
485	Amaretti Tiramisu	We use amaretti crumbs to line the pan of this pRicotta Cheesecakep . In a twist on classic tiramisu, the leftover almond-flavored macaroons assume a more prominent role: Layered with an airy mascarpone mousse, they take the place of the traditional ladyfingers.	Beat together yolks and 2 tablespoons sugar in a large bowl with an electric mixer at medium speed until thick and pale, about 2 minutes. Beat in mascarpone until just combined.@newline@Beat whites with salt in another large bowl with cleaned beaters until they just hold soft peaks. Add remaining 3 tablespoons sugar, a little at a time, beating, then continue to beat until whites just hold stiff peaks.@newline@Beat cream in another bowl with cleaned beaters until it just holds stiff peaks. Gently but thoroughly fold cream into mascarpone mixture, then fold mixture into whites.@newline@Pour espresso into a shallow bowl. Dip half of amaretti (15 to 20) in espresso for about 20 seconds, turning to coat both sides and letting excess drip off. Arrange in 1 layer in an 8-inch square baking dish. Spread half of mascarpone mixture evenly over amaretti. Make another layer in same manner with remaining amaretti (dipped in espresso) and mascarpone mixture. Chill at least 6 hours.	4
486	Mrs. O'Callaghan's Soda Bread	At Ballinalacken Castle Country House & Restaurant, the bread is baked in a rectangular pan.	Preheat oven to 425F. Spray heavy baking sheet with nonstick spray. Whisk both flours, sugar, and baking soda in medium bowl to blend. Add margarine and cut in until margarine is reduced to pea-size pieces. Add buttermilk; stir until shaggy dough forms. Turn dough out onto lightly floured work surface. Knead until dough comes together, about 10 turns. Shape dough into 7-inch round. Place dough on prepared baking sheet. Cut large X, 1/2 inch deep, in top of dough.@newline@Bake bread until deep brown and bottom sounds hollow when firmly tapped, about 40 minutes. Transfer bread to rack and cool completely.	10
487	Eggs in Purgatory with Artichoke Hearts, Potatoes and Capers	The Original:p Eggs baked (or poached) in a spicy tomato sauce. pOur Version:p A heartier (and healthier) meal, thanks to the addition of artichoke hearts and potatoes.	Heat olive oil in heavy large skillet over medium heat. Add chopped onion, chopped thyme, and crushed red pepper; sprinkle lightly with coarse kosher salt and saut until onion is tender and golden brown, about 10 minutes. Add artichokes and minced garlic; stir 1 minute. Stir in diced tomatoes with juice and bring to boil. Reduce heat; cover skillet and simmer 15 minutes to allow flavors to blend.@newline@Meanwhile, cook potatoes in small saucepan of boiling salted water just until tender, about 8 minutes. Drain. Add potatoes and capers to tomato-artichoke sauce; cover and simmer 5 minutes. Season to taste with coarse salt and pepper. DO AHEAD: Tomato-artichoke sauce can be made up to 6 hours ahead. Cool slightly, then cover and refrigerate. Rewarm sauce before continuing.@newline@Preheat oven to 375F. Pour tomato-artichoke sauce into 13 x 9 x 2-inch glass baking dish. Using back of spoon, make 8 evenly spaced indentations in sauce for holding eggs. Crack 1 egg into each indentation in sauce (some of eggs may run together slightly in spots). Bake until egg whites and yolks are softly set, 12 to 16 minutes. Carefully remove baking dish from oven; sprinkle grated Parmesan cheese over and serve.	5
488	Eggplant Parmesan Rolls with Swiss Chard and Fresh Mint	The Original:p Breaded, fried eggplant with a thick oregano-flavored tomato sauce. pOur Version:p Broiled slices of eggplant wrapped around a mint-and chard-flecked ricotta filling.	Cover bottom and sides of each of 2 large colanders with 1 layer of eggplant slices; sprinkle generously with coarse salt. Continue layering eggplant slices in each colander, sprinkling each layer with coarse salt, until all eggplant slices are used. Place each colander over large bowl; let stand at least 30 minutes and up to 1 hour. Rinse eggplant slices to remove excess salt; dry thoroughly with paper towels.@newline@Position oven rack 5 to 6 inches from heat source and preheat broiler. Line 3 large rimmed baking sheets with parchment paper. Arrange eggplant slices in single layer on prepared baking sheets. Brush both sides of eggplant slices with olive oil. Broil 1 sheet at a time until eggplant slices are tender and beginning to brown, watching closely and removing eggplant slices as needed if cooking too quickly, 3 to 4 minutes per side. Remove baking sheet from oven and cool eggplant while preparing filling.@newline@Bring large pot of salted water to boil. Add chard to pot and boil just until tender, about 2 minutes. Drain; rinse with cold water. Squeeze chard very dry, then chop coarsely. Squeeze chard dry again between paper towels. Whisk eggs and pinch of coarse salt in medium bowl. Stir in chopped chard, ricotta cheese, 1 cup Parmesan, mint, and black pepper.@newline@Lightly oil 15 x 10 x 2-inch glass baking dish. Spread half of tomato sauce evenly over bottom of dish. Divide chard-ricotta filling among eggplant slices, placing about 1 heaping tablespoon filling in center of each. Starting at 1 short end of each, loosely roll up eggplant slices, enclosing filling. Arrange rolls, seam side down, atop sauce in baking dish. Spoon remaining tomato sauce over. Place mozzarella slices in single layer over rolls. Sprinkle with remaining 1/4 cup Parmesan cheese. DO AHEAD: Can be made 1 day ahead. Cover with foil and chill.@newline@Preheat oven to 350F. Bake eggplant Parmesan rolls, covered with foil, until heated through, about 30 minutes if freshly made or 40 minutes if refrigerated. Uncover and bake until brown in spots and sauce is bubbling, 15 to 20 minutes. Serve hot.	12
489	Arugula Salad with Caramelized Onions, Goat Cheese, and Candied Walnuts	NoDescription	For caramelized onions: Heat oil in heavy large skillet over medium-high heat. Add onions. Saut until golden, about 18 minutes. Remove from heat. Sprinkle with vinegar; stir to blend. Season with salt and pepper.	8
490	Chicken Liver Crostini with Pickled Eggs	The tanginess of the homemade pickled eggs (they're easy!) balances the richness of the chicken liver. Timing note: Begin making the eggs at least one day ahead.	For pickled eggs: Combine vinegar, 1/2 cup water, shallots, thyme sprigs, cloves, bay leaf, salt, and sugar in medium saucepan; bring to boil. Reduce heat to medium-low and simmer pickling mixture 15 minutes to allow flavors to blend. Remove mixture from heat and cool to room temperature.@newline@Pierce hard-boiled eggs all over with thin skewer or fork to depth of 1/2 inch. Place eggs in 1-quart glass jar or medium bowl. Pour pickling mixture over eggs; cover and refrigerate overnight. DO AHEAD: Can be made 2 days ahead. Keep chilled.	8
491	Tofu Dengaku	In Japan, pdengakup refers to food that's been miso-glazed and grilled. This Kyoto-style dish was developed by chef Abe Hiroki at EN Japanese Brasserie in Manhattan. Of course Hiroki makes his own tofu, but we used storebought tofu with great results.	Bring 1 1/2 tablespoons sake just to boil in small saucepan. Remove from heat. Mix in white miso and 1 teaspoon sugar. Mix in yuzu and shiso, if desired. Set white miso sauce aside.@newline@Bring remaining 1 1/2 tablespoons sake just to boil in another small saucepan. Remove from heat. Mix in red miso and remaining 6 teaspoons sugar. Set red miso sauce aside.@newline@Combine 4 cups water and dashi-kombu in medium saucepan. Bring just to simmer over high heat, then immediately remove broth from heat (to prevent dashi-kombu from becoming bitter). Add bonito; let stand until bonito settles at bottom of pan, about 20 minutes.@newline@Strain broth into large saucepan. Mix in soy sauce and mirin. Bring to boil. Reduce heat and simmer 10 minutes to blend flavors. Set broth aside.@newline@Line large rimmed baking sheet with foil. Cut tofu into 2 x 1 x 1/2-inch rectangles. Add tofu rectangles to broth and simmer over medium-low heat 10 minutes to flavor tofu. Using slotted spoon, carefully remove tofu rectangles and place on prepared baking sheet. Cool tofu. DO AHEAD: Sauces and tofu can be made 2 hours ahead. Let stand at room temperature.@newline@Preheat broiler. Starting at 1 short end of tofu, insert skewer through center, extending to opposite short end. Repeat with remaining tofu and skewers. Brush half of tofu pieces (top only) with red miso mixture. Brush remaining tofu pieces (top only) with white miso mixture. Place sheet of foil over exposed portion of skewers to prevent burning. Broil tofu 6 to 8 inches from heat source until golden brown and charred in spots, watching closely, 2 to 4 minutes. Remove foil. Transfer skewers to platter. Sprinkle with sesame seeds.	3
492	Bourbon-Glazed Chicken Drumettes with Blue Cheese Dipping Sauce	Buffalo wings, all grown up.	Melt butter in heavy large saucepan over medium-high heat. Add onion and garlic; saut until golden, about 5 minutes. Add 3/4 cup bourbon; boil until most of liquid is absorbed, 6 to 8 minutes. Whisk in 1/4 cup bourbon, ketchup, hot pepper sauce, tomato paste, and brown sugar. Bring to boil. Reduce heat and simmer until sauce thickens slightly, stirring occasionally, about 10 minutes. Season marinade with salt and pepper. Remove marinade from heat; cool to room temperature.@newline@Place chicken drumettes in 15 x 10 x 2-inch glass baking dish. Pour marinade over and turn drumettes to coat. Cover and refrigerate overnight.@newline@Preheat oven to 375F. Line baking sheet with foil or parchment paper. Place cooling rack atop prepared baking sheet. Arrange drumettes on rack, spacing slightly apart. Spread any remaining marinade from dish over drumettes. Sprinkle with salt and pepper. Bake drumettes (still on cooling rack) until cooked through and brown in spots, about 45 minutes. Transfer drumettes to serving platter. Serve Blue Cheese Dipping Sauce alongside.	11
493	Coconut Shrimp	Japanese breadcrumbs and shredded coconut give these shrimp a crispy, crunchy crust.	Line baking sheet with parchment paper. Mix panko, coconut, lime peel, salt, and pepper in medium shallow bowl. Whisk eggs in another medium bowl to blend. Add shrimp to bowl with beaten eggs and toss to coat. Working with 1 shrimp at a time, remove shrimp from beaten eggs and turn to coat in panko mixture. Place shrimp on prepared baking sheet. DO AHEAD: Can be made 4 hours ahead. Cover and chill.@newline@Pour enough peanut oil into large skillet to reach depth of 1/4 inch; heat over medium-high heat. Working in batches, add shrimp to skillet and cook until golden and just opaque in center, about 2 minutes per side. Transfer to paper towels to drain. Arrange shrimp on platter and serve warm.	1
494	Spicy Popcorn with Piment DEspelette and Marcona Almonds	This spicy upscale popcorn combines two international ingredients: ground French peppers and Spanish almonds.	Mix 1/2 teaspoon piment d'Espelette and 1/2 teaspoon salt in small bowl and reserve.@newline@Melt butter in small saucepan over medium heat. Remove from heat; stir in remaining 1/2 teaspoon piment d'Espelette and 1/2 teaspoon salt.@newline@Combine popcorn kernels and peanut oil in large deep pot with lid. Heat over medium-high heat, occasionally swirling pot so that popcorn kernels are coated with oil. Cover pot. When popcorn kernels start popping, rotate pot over burner until all kernels have popped. Remove popcorn from heat. Immediately add melted butter mixture and Marcona almonds to pot. Cover pot. Using oven mitts, firmly hold pot and lid together and shake until popcorn and Marcona almonds are well coated with melted butter mixture. Transfer popcorn mixture to serving bowl. Sprinkle with reserved piment d'Espelette-salt mixture and serve.	8
495	Mini Sage-and-Fontina Grilled Cheese Sandwiches	Two Italian cheeses (Fontina and Parmesan) lend an Italian flair to these tiny sandwiches. Brushing the bread with sage-infused butter and topping each sandwich with a sage leaf adds flavorand visual appeal.	Melt butter in small saucepan over medium heat; sprinkle with salt. Pour half of butter into small bowl and reserve. Add chopped sage to remaining melted butter in saucepan; stir over medium heat 30 seconds.@newline@Arrange 8 bread slices on work surface. Brush top side with all of melted sage butter. Divide Fontina cheese among bread slices; sprinkle Parmesan over each, dividing equally. Sprinkle with freshly ground black pepper. Top with remaining 8 bread slices, pressing to adhere. Brush top side of sandwiches with some of reserved plain melted butter. Press 4 whole sage leaves atop each sandwich to adhere.@newline@Heat 2 heavy large skillets over medium heat. Place 4 sandwiches, sage-leaf side down, in each skillet and cook until golden brown on bottom, 4 to 5 minutes. Brush top of sandwiches with remaining plain melted butter; turn sandwiches over and cook until golden brown on bottom and cheese melts, about 4 minutes. Transfer sandwiches, sage-leaf side up, to cutting board. Cut each sandwich into 4 pieces (each mini sandwich should contain 1 whole sage leaf). Transfer to platter and serve.	12
496	Udon with Mushroom Broth, Cabbage, and Yams	A Japanese-style noodle soup that's full of healthful things: mushrooms, yams, carrotsand even salty, savory, vitamin-and mineral-rich seaweed. For details on the ingredients used in this dish, see "Ingredient Tips" at the end of the recipe.	For broth: Bring broth and 3 cups water to simmer in large pot over medium heat. Add cilantro, mushrooms, sliced ginger, and lemongrass. Cover; simmer until mushrooms are tender, about 30 minutes. Rinse kombu; add to broth. Simmer 1 minute. Using tongs, remove kombu and mushrooms; discard kombu. Transfer mushrooms to work surface; cut off stems and discard. Cut each mushroom into 3 to 4 strips. Strain broth through fine-mesh strainer into another large pot; discard solids in strainer. Add tamari and rice vinegar to broth. DO AHEAD: Can be made 1 day ahead. Cover and chill mushrooms. Cool, cover, and chill broth.	11
497	Tomatillo-Avocado Salsa with Tortilla Chips	The tangy tomatillos are balanced by rich, buttery avocados. Serve with your favorite tortilla chipsand Margaritas.	Place chopped tomatillos in strainer set over large bowl and let drain 1 hour. Discard juices in bowl. Transfer tomatillos to large serving bowl. Add avocados, red onion, cilantro, lime juice, olive oil, and chiles; stir gently to mix. Season salsa to taste with salt. DO AHEAD: Can be made 2 hours ahead. Cover and refrigerate.@newline@Serve salsa with tortilla chips.	12
498	Chipotle Onion Dip with Garlic Pita Chips	In this version of chips and dipan essential snack foodmaking your own onion dip (spiked with chipotle chiles) really ups the ante. Homemade pita chips flavored with garlic come together quickly and are so much better than anything you'll find in the chip aisle.	Melt butter with olive oil in heavy large skillet over medium-high heat. Add onions; sprinkle lightly with sea salt and saut until onions begin to turn golden brown, stirring frequently, about 15 minutes. Reduce heat to medium and continue to saut until onions are deep golden brown, about 10 minutes longer. Remove from heat and cool onions to room temperature.@newline@Combine onions, sour cream, crme frache*, fromage blanc, and chipotle chile powder in large bowl; mix until well blended. Season to taste with fine sea salt and freshly ground black pepper. Transfer to serving bowl. Cover; chill at least 1 hour. DO AHEAD: Can be made 1 day ahead. Keep refrigerated.@newline@Serve with Garlic Pita Chips.	6
499	Pancetta-Wrapped Dates Stuffed with Manchego Cheese and Mint	There's something about salty-sweet treats that we find irresistible (and we know we're not alone). Here, as the dates bake they get deliciously sweet and caramely. And the salty part? That comes from the crispy pancetta-and the warm cheese.	Cut small slice off 1 short end of each date and discard. Using tweezers or needle-nose pliers, carefully remove pits from dates through small opening; discard pits. Place 1 mint leaf across opening of 1 date, covering cavity. Using 1 cheese strip, push mint leaf and cheese into date cavity. Using fingers, pinch date opening closed. Repeat with remaining dates, mint leaves, and cheese strips. Wrap 3 pancetta slices securely around each date, enclosing date completely. Place pancetta-wrapped dates on baking sheet, spacing slightly apart. DO AHEAD: Can be made 1 day ahead. Cover and refrigerate.@newline@Preheat oven to 375F. Bake dates uncovered until pancetta is crisp and bottoms of dates caramelize, about 30 minutes. Using tongs, transfer dates to platter and serve warm.	10
500	Caramelized Cashews with Cayenne	NoDescription	Preheat oven to 350F. Spray sheet of foil with nonstick spray; set aside. Lightly spray rimmed baking sheet with nonstick spray. Toss cashews and all remaining ingredients in medium bowl. Spread cashew mixture evenly in single layer on prepared sheet.@newline@Bake nuts until golden brown and coated with maple syrup mixture, stirring occasionally, about 20 minutes. Immediately pour nut mixture out onto foil, spreading evenly. Cool 10 minutes, then separate and break apart any nut clusters. Cool completely. DO AHEAD: Can be made 3 days ahead. Store airtight at room temperature.	1
501	Mushroom and Leek Soup with Parsley Dumplings	Porcini and crimini mushrooms give this hearty soup its deep, almost meaty flavor. Cottage cheese holds the cheesy, parsley-flecked dumplings together.	For soup: Bring 2 cups water and porcini mushrooms to boil in small saucepan. Remove from heat, cover, and soak 20 minutes. Using slotted spoon, transfer mushrooms to work surface; slice thinly. Reserve cooking liquid.@newline@Heat 2 tablespoons oil in heavy large skillet over medium-high heat. Add garlic; stir 30 seconds. Add crimini mushrooms and thyme; sprinkle with sea salt and saut until mushrooms are browned, stirring often, about 12 minutes. Add Sherry; stir until liquid is absorbed, about 1 minute. Set mushroom mixture aside.@newline@Heat 1 1/2 tablespoons oil in another heavy large skillet over medium-high heat. Add onion; cook until translucent and beginning to brown, stirring often, about 6 minutes. Add leeks; reduce heat to medium, sprinkle with sea salt, and saut until vegetables are soft and golden, stirring often, about 15 minutes.@newline@Bring broth to simmer in large pot over medium-high heat. Pour in reserved mushroom cooking liquid, leaving sediment behind. Add all mushrooms, onion mixture, and cayenne. Simmer 1 minute to heat through. Season to taste with salt. DO AHEAD: Can be made 1 day ahead. Cool, cover, and chill.	5
502	Gazpacho	This tangy marriage of fresh tomato, cucumber, pepper, and onion is a summer favorite. The flavor of gazpacho improves if allowed to chill overnight, but thereafter this soup has a short shelf life because the tomatoes sour very quickly. It this best prepared no more than a day or two before it will be eaten.	1. Reserve 2 tablespoons each of the tomatoes, cucumbers, onion, and pepper for the garnish.@newline@2. Puree the remaining tomato, cucumber, onion, and pepper in a food processor or blender along with the garlic, tomato paste, olive oil, and herbs until fairly smooth but with some texture remaining.@newline@3. Transfer the puree to a mixing bowl. Stir in the tomato juice, the red wine vinegar, and lemon juice. Season with salt and cayenne to taste. Cover and chill thoroughly, at least 3 hours but preferably overnight.@newline@4. After chilling, check the seasoning and adjust as needed. Serve in chilled bowls, garnished with the reserved vegetables, croutons, and chives.	6
503	Lamb Khorma	Lamb khorma is sensuous curry made by simmering lamb with yogurt and cream and thickening the sauce with a cashew paste. If you can find goat's milk yogurt or sheep's milk yogurt, it will make a discernable difference in this dish.	1. Trim the lamb and cut it into large pieces. Season with salt and pepper and put in a bowl. Add the yogurt, 1 tbsp ginger, the garlic, and cardamom. Stir or toss until the ingredients are evenly distributed and the lamb is coated. Cover and refrigerate for at least 30 minutes and up to 3 hours.@newline@2. Put the cashews in a small bowl and add enough hot water to cover them. Let the cashews soak for 30 minutes and then drain. Grind the drained cashews to a coarse paste in a food processor. Set aside.@newline@3. Heat the ghee or oil in a casserole or Dutch oven over medium heat until it shimmers. Add the onion and saut until transparent, 6 to 8 minutes. Add the cumin, cardamom, fennel, the remaining ginger, and the coriander. Cook, stirring often until aromatic, about 2 minutes. Add the chiles, cilantro stems, and cashew paste and stir well to be sure that nothing is sticking. Saut, stirring frequently and adding water a tablespoon at a time if necessary, until the mixture is very aromatic, about 2 minutes.@newline@4. Add the lamb and the yogurt marinade, increase the heat, and stir until the pieces are evenly coated. Once the meat's juices begin to flow, reduce heat to low, cover, and simmer very slowly, stirring occasionally, until the meat is nearly tender, about 1 1/2 hours.@newline@5. Add the cream and continue to simmer until the curry is flavorful and thickened and the lamb is tender, 10 to 15 minutes. Season to taste with additional salt, pepper, or chopped bird chile. Serve garnished with the cilantro leaves and cashews.	5
504	Paella Valenciana	This is the classic country paella of Valencia, made with chicken and rabbit, and in snail season, cooked snails called pvaquetasp. Authentic paella should be made over firewood. Twigs from olive or orange trees are used for hot flames, and thicker logs are used for a slower fire. The trick is to have both at the same time, so that the meat and vegetables can be browned slowly, then the rice brought to the boil over the hottest part of the fire, then set over a lower flame. If you can't build a wood fire, a charcoal one will do. Valencian pbachoqueta de herradurap and Valencian pgarrofnp (special green and flat green beans, respectively, from the region) were called for in the original recipe, but other green beans can be substituted, and cooked dried beans or lima beans can be substituted for the flat green beans. You can also have your butcher cut up the rabbit for you, if desired.	1. Bring 10 cups of water to a boil over medium-high heat and add the dried beans. Reduce the heat to a simmer and cook until just tender, 1 to 1 1/2 hours. Stir in 2 teaspoons of salt and let rest in their liquid for about 30 minutes before draining.@newline@2. Cut up the rabbit: Cut off the hind legs, using a sharp boning knife to slice between each leg and the hip joint. Cut each hind leg into two pieces, slicing at the joint between the thigh and leg. Cut off the front legs, slicing between each leg and the shoulder joint. Cut the body into three sections: ribs, loin, and bottom, using a heavy meat cleaver. Cut the loin in half, then cut the ribs in half through the breast and backbone, then cut each half in half.@newline@3. Prepare a wood (or charcoal) fire and heat the oil in a large paella pan set over the hottest part of the fire. Season the chicken and rabbit with 2 teaspoons each of salt and pepper. When the oil is hot, add the chicken and rabbit and fry over medium-high heat, turning the meat to brown all sides evenly, 8 to 10 minutes.@newline@4. Add the tomatoes, onions, garlic, and green beans and continue to cook over medium heat until the beans are nearly tender, about 15 minutes. Add 10 cups of water and the rosemary sprig and move to the hottest part of the grill, or rearrange or add coals to raise the heat to high. Cover the pan with a grill lid.@newline@5. Remove the lid when the water comes to a boil. Stir in 2 1/2 teaspoons of salt and the saffron, then sprinkle the rice evenly around the pan directly into the liquid, avoiding the meat.@newline@6. Add the broad beans. Stir gently one time only to evenly distribute the rice (do not stir again). Remove the rosemary.@newline@7. Cook, uncovered, turning the pan one-quarter turn every 5 minutes to help ensure even heat distribution. Cook the rice over high heat for 10 minutes, or until the water is almost absorbed, then move to a cooler part of the grill and cook at a gentle simmer over low heat for another 10 minutes, or until the rice has absorbed all of the liquid. The rice should be al dente when it is done; if it is too firm when the liquid is absorbed, add additional water 1 cup at a time, continuing cooking until the rice is done. During this period, keep the heat at a level that allows the liquid to simmer gently.@newline@8. Remove the paella from the heat, and cover and allow to sit for 5 to 10 minutes before serving. Serve about 2 cups of the rice and vegetables and 1 piece each of the rabbit and chicken for each of 8 servings in large heated soup bowls. Or place the warm paella pan on the table and allow guests to serve themselves.	1
505	Feijoada (Meat Stew with Black Beans)	Brazilians typically enjoy this hearty meal at midday, accompanied by a pcaipirinhap and followed by a nap. Plan on spending two or three days putting this magnificent dish together. Serve feijoada with steamed rice, braised greens, and sliced oranges for a traditional presentation.	1. Soak the black beans in enough cold water to cover generously for at least 6 and up to 12 hours in the refrigerator. In a separate container, soak the corned beef in the refrigerator overnight in enough cold water to cover.@newline@2. Drain the corned beef and place it in large Dutch oven along with the smoked spareribs or chops, bacon, beef, ham hock, and pig's foot. Add enough broth or water to cover the meats. Add the bay leaf, cover the Dutch oven, and bring the broth to a simmer over low heat, skimming as necessary. Simmer until the meats are all tender, removing them from the broth as they become fork-tender (20 to 30 minutes for the spareribs or chops; 45 minutes to 1 hour for the other meats), and transfer them to a bowl. When all of the meat has been removed from the Dutch oven, strain the broth. (You can cool the meats and broth now and continue the cooking the next day.)@newline@3. Drain the soaked beans and rinse well. Place them in the Dutch oven and add enough of the strained broth to cover the beans. Bring the broth to a boil over medium high heat and then immediately reduce the heat for a slow simmer, skimming as necessary, until the beans are tender and creamy to the bite, 1 1/2 to 2 hours. Season to taste with salt. Drain the beans, reserving their cooking liquid separately.@newline@4. Heat the oil the Dutch oven over medium heat until it shimmers. Saut the onion in the oil, stirring frequently, until golden, about 10 minutes. Add the chorizo, garlic, scallions, and jalapeo; saut, stirring frequently, until very hot and aromatic, about 5 minutes. Return the drained beans to the Dutch oven along with enough of the strained liquid from the beans to make a good, stew-like consistency. Simmer until the feijoada is very flavorful, 10 to 15 minutes. Lightly mash some of the beans with the back of a spoon to thicken the sauce, if desired. Season to taste with salt and pepper.@newline@5. Remove the meat from the ham hocks and cut it into medium dice. Remove the rind from the bacon and cut it into a medium dice. Add the diced ham and bacon to the beans and simmer 15 minutes. Slice the corned beef, beef, and separate the spareribs into portions. Add them to the beans and continue to simmer until the feijoada is very flavorful and thickened, about 15 minutes	9
506	Mediterranean Chef Salad with Polenta Croutons	Crispy cornmeal polenta is the health star of this salad: It may be easier for your body to absorb corn's carotenoids from milled products such as polenta, rather than from whole kernels.	Heat oven to 400F. Halve polenta lengthwise, then halve each piece lengthwise. Slice crosswise 7 times (to yield 32 triangles). Coat a small baking sheet with cooking spray; evenly arrange triangles; coat tops with cooking spray. Place tomatoes on a small rimmed baking sheet; spray with oil and toss. Place both sheets in oven for 10 minutes; remove tomatoes from oven and stir. Return to oven and cook until croutons are toasted on 1 side and tomatoes are wrinkled and brown in spots, about 20 minutes more. Remove tomatoes. Flip croutons; return to oven for 20 minutes more. Pour vinegar over tomatoes; transfer to a bowl. Mix in beans, salt, pepper and pepper flakes; set aside. Divide romaine and basil among 4 plates. Pour tomato mixture over greens; top with croutons and cheese.	11
507	Pear-Cranberry Cobblers	This scrumptious dessert serves up sweet, seasonal fruit in filling, foolproof portions. And whole-grain oats top it off with a fluffy cobbler cap that's lusciously lowfat.	Heat oven to 375. Place four 8-ounce ramekins on a rimmed baking sheet and coat each with cooking spray. Place oats in a bowl and stir in 3 tablespoons boiling water; cover and steep about 10 minutes. Divide pears and cranberries among ramekins. Mix next 5 ingredients in a bowl. Stir egg and sugar into oats; add flour mixture and yogurt. Stir but don't overmix. Spoon batter over fruit and spray tops with cooking spray. Bake until topping browns and puffs, about 45 minutes. Serve warm.	8
508	Bulgur Risotto with Corn and Shrimp	Fiber-rich bulgur and protein-packed shrimp in this mix will keep you full for hoursbut it takes mere minutes to make.	Heat oil in a large pot over medium heat. Cook garlic, stirring, for 30 seconds; add bulgur and salt; stir 1 minute more. Gradually stir in 2 cups boiling water, 1/2 cup at a time (waiting until bulgur absorbs it to add more), until bulgur is slightly soupy, 8 to 10 minutes. (You might not use all the water.) Add shrimp. Cook, stirring constantly, until it turns pink, 2 to 3 minutes. Add corn, bell pepper, juice from 1 lime and red pepper flakes; stir, adding water to keep mixture creamy. Cook, stirring, until corn and pepper are warmed through, 1 to 2 minutes. Add cilantro; serve with lime wedges.	6
509	Butternut Squash and Fried Sage Pasta	A hearty bowl of pasta plus savory cheese? You'd never know this whole-grain comfort food is diet-friendly! Squash supplies all the vitamin A you need for the day.	Cook penne as directed on package. Heat oil in a large skillet over medium heat. Fry sage, turning once, until crisp on both sides, about 1 minute per side. Transfer to a paper towel. Add onion and garlic to skillet. Cook, stirring frequently, until soft and golden, about 3 minutes. Add squash, 3/4 cup water, salt and pepper. Cover and simmer, stirring occasionally, until squash softens, 5 to 7 minutes. Drain pasta, reserving 1 cup cooking water. Return pasta to pot and add squash mixture; stir over low heat, adding some reserved cooking water if necessary, until pasta is coated, about 1 minute. Serve, garnished with cheese and sage.	6
510	Spicy Pork Posole	You'll achieve fresh, fiery flavor for only a few calories with this Mexican stew. And although hominy isn't technically a whole grain (the germ and hull are removed), its high fiber makes it a bona fide waist-whittling carb.	Heat oil in a Dutch oven over medium-high heat. Sprinkle tenderloin with 1/4 teaspoon salt and 1/8 teaspoon pepper and cook until meat no longer sticks to pot, about 2 minutes. Turn and repeat on other side, then remove and slice into 1/4-inch strips. Add onion and garlic to pot; reduce heat to medium-low. Add remaining 1/4 teaspoon salt and 1/8 teaspoon pepper and cook, stirring occasionally, until onion is transparent, 15 to 20 minutes; reduce heat as needed to keep from burning. During last minute of cooking, stir chili powder into onion mixture. Return meat to pot, along with hominy, broth and bay leaves. Bring to a boil, then reduce heat and simmer, uncovered, 20 minutes. Add cabbage, cover and cook another 10 minutes. Remove bay leaves. Divide stew among 4 bowls; serve garnished with radishes, avocado and jalapeo.	5
