76	Pea Soup with Crme Frache		Cook shallots in oil in a 3-quart heavy saucepan over moderate heat, stirring, until softened, about 2 minutes. Add potato and salt and cook, stirring, 2 minutes. Add water and simmer, covered, until potato is tender, about 15 minutes. Add peas and simmer, uncovered, 2 minutes.@newline@Pure in batches in a blender (use caution when blending hot liquids), then force through a very fine sieve into a saucepan. Reheat soup and season with salt and pepper.@newline@Drizzle servings with crme frache.@newline@
77	Balsamic Roasted Onions	Like the pepper relish, these super-satisfying onions would be good with all kinds of meat.	Position 1 rack in center and 1 rack in bottom third of oven; preheat to 500F. Line 2 large baking sheets with foil. Cut onions through root end into 3/4-inch-thick wedges. Place in medium bowl; toss with oil. Arrange onions, cut side down, on baking sheets. Sprinkle with salt and pepper. Roast until onions are brown and tender, rotating pans in oven and turning onions once, about 45 minutes.@newline@Meanwhile, melt butter in heavy small saucepan over medium-high heat. Add sugar and stir until sugar dissolves. Remove from heat. Add vinegar. Return to heat. Simmer until mixture thickens slightly, about 2 minutes. (Onions and balsamic glaze can be made 1 day ahead. Cool. Cover separately and chill. Rewarm onions in 375F oven about 15 minutes. Stir glaze over low heat to rewarm.)@newline@Arrange onions on platter. Drizzle glaze over. Sprinkle with parsley.@newline@
78	Herb and Bacon Corn-Bread Stuffing		Preheat oven to 325 F. and butter a 4-quart baking dish.@newline@Cut corn bread into 1/2-inch cubes and dry in 2 large shallow baking pans in oven 20 minutes. Remove corn bread from oven and leave oven at 325 F. Coarsely chop separately celery, onions, and bacon.@newline@In a large, deep skillet saut bacon over moderately high heat, stirring, until browned, about 10 minutes. Add celery and onions and cook, stirring, until vegetables are softened, about 5 minutes. Add herbs and salt and pepper to taste and cook, stirring, 1 minute.@newline@In a large bowl toss together corn bread and bacon mixture and transfer to baking dish. Stuffing may be prepared up to this point 1 day ahead and cooled completely before being chilled, covered.@newline@Drizzle stock or broth over stuffing and bake, covered, 1 hour. Drizzle reserved fat or butter over stuffing and bake, uncovered, in upper third of oven 30 minutes more, or until top is golden.@newline@
79	Fricasse of Beef and Fava Beans	A fusion of flavors and technique from two cuisines makes this main course taste new. The cooking method is based on an Italian pfricasseap made with egg yolks and cream; the combination of favas and mint is Middle Eastern. The resulting dish is absolutely delicious. Serve with plenty of crusty bread to mop up the sauce.	Cook fresh fava beans in large pot of boiling salted water 2 minutes. Drain favas. Place in large bowl of ice water. Drain. Slip outer skin off each bean and discard skin; place beans in large bowl. (If using frozen beans, do not blanch.)@newline@Melt 1 tablespoon butter with 1 tablespoon oil in large nonstick skillet over high heat. Working in batches, add beef and saut just until browned on both sides, about 2 minutes. Transfer beef to medium bowl.@newline@Melt remaining 1 tablespoon butter with 1 tablespoon oil in same skillet over medium heat. Add onions; saut until tender and golden, about 15 minutes. Add fava beans; saut 5 minutes. Remove from heat; cool 15 minutes.@newline@Meanwhile, whisk whipping cream, lemon juice, egg yolks, salt, and pepper in small bowl to blend. Stir cream mixture into fava bean mixture. Cook over medium-low heat just until sauce thickens slightly and mixture is heated through, about 6 minutes (do not boil). Add beef and stir until heated through, about 3 minutes. Transfer fricassee to rimmed platter. Sprinkle with mint.@newline@
80	Tortilla Soup	Sopa de Tortilla	Cut slit in 1 long side of each chile; pull open. Remove seeds and membranes; press chiles flat. Cut pasilla chiles into 1x1/4-inch strips.@newline@Cut 6 tortillas into 1x1/4-inch strips. Heat 2/3 cup oil in heavy medium skillet over medium-high heat until very hot. Working in batches, add tortilla strips to skillet; toss until crisp and golden, about 1 minute. Using slotted spoon, transfer strips to paper towels. One at a time, fry 6 whole tortillas in oil until golden and almost crisp, about 30 seconds per side. Transfer to paper towels. Working in batches, add guajillo chiles to skillet; press with spatula until chiles begin to blister, about 10 seconds per side. Transfer to paper towels. Add pasilla chile strips to skillet; stir 10 seconds. Transfer to paper towels to drain.@newline@Combine tomatoes and next 5 ingredients in heavy large pot. Coarsely crumble whole tortillas, then guajillo chiles into pot. Bring to boil. Reduce heat to medium; cover and simmer until water is almost absorbed and chiles are soft, stirring occasionally, about 6 minutes. Working in 3 batches, puree mixture in blender until smooth, adding 1/4 cup broth to each batch. Heat 2 tablespoons oil in large saucepan over medium-high heat. Add tomato mixture; stir until thick and deeper in color, about 2 minutes. Add 3 1/4 cups broth; bring to boil. Simmer 8 minutes to develop flavors. Season with salt.@newline@
81	Fish and Vegetable Soup with Lime, Ginger, and Cilantro		Grind first 4 ingredients in processor to coarse paste, stopping occasionally to scrape sides.@newline@Heat oil in large pot over medium heat. Add paste; saut until aromatic, about 2 minutes. Add stock, 2 cups water, 4 tablespoons lime juice, lemongrass, and star anise; bring to boil. Reduce heat; cover and simmer 10 minutes. Remove star anise. Add carrots and next 4 ingredients; simmer 2 minutes. Add fish; cook until just opaque, stirring gently, about 3 minutes. Mix in cilantro and 2 tablespoons lime juice. Season with salt and pepper.@newline@
82	Triple-Chocolate Cake with Chocolate-Peppermint Filling	The cake can be made a day ahead and refrigerated; bring it to room temperature to serve. If desired, you can garnish the cake with sugared mint leaves: Whisk egg whites until they are foamy, then brush them over mint leaves and sprinkle leaves with sugar.	For filling: Place chocolate in medium bowl. Bring cream and corn syrup to simmer in small saucepan. Pour hot mixture over chocolate; add extract and let stand 1 minute. Whisk until mixture is smooth. Let filling stand at room temperature while cake is baking and cooling.@newline@
83	Cold Tomato and Sour Cream Soup	Active time: 40 min Start to finish: 1 3/4 hr	Pure tomatoes in batches in a blender until smooth, then force pure through a sieve into a large bowl, discarding seeds. Stir in lemon juice to taste, scallion, zest, sugar, thyme, marjoram, salt, and pepper.@newline@Chill soup until cold, about 1 hour.@newline@Ladle soup into bowls and top with dollops of sour cream.@newline@
84	Japanese Cold Noodles	Somenp@newline@pActive time: 20 min Start to finish: 1 hrp@newline@pIn a six-part series in 1975, correspondent Elizabeth Andoh taught us about the reverent seasonality of Japanese cuisine. It was with this summer recipe that many of us learned that noodles as well as rice are eaten in Japan. The concept of icy-cold noodles took only one taste to grasp: Andoh's recipe for somen is one of the lightest and most refreshing pasta preparations we've ever had.	Make dipping sauce: Heat all dipping sauce ingredients in a small saucepan over low heat, stirring, until sugar is dissolved. Cool sauce, then chill, covered, until cold, about 1 hour.@newline@
85	Toasted Barley and Asparagus "risotto"	Risotto, by definition, is made with rice. But other grainslike the barley in this main-course recipecan be prepared in the same style with equally terrific results. Toasting the barley enhances its nutty flavor and keeps it from getting soft and mushy.	Cook asparagus in pot of boiling salted water until crisp-tender, about 3 minutes. Drain. Transfer to bowl of ice water and cool. Drain. (Can be made 1 day ahead. Cover and refrigerate.)@newline@Stir barley in heavy large saucepan over medium heat until lightly toasted, about 5 minutes. Transfer barley to bowl. Melt butter in same saucepan over medium heat. Add onion and garlic; saut until tender, about 5 minutes. Add barley and stir to coat. Add 2 cups broth; reduce heat to medium-low and simmer until liquid is absorbed, stirring frequently, about 7 minutes. Mix in 2 1/2 cups broth and simmer until absorbed, stirring frequently. Add 3 cups broth and simmer until barley is tender and creamy but still slightly firm to bite, stirring frequently and adding more broth if mixture is dry, about 45 minutes. Add tomatoes and asparagus; stir until heated through, about 3 minutes. Mix in cheese, arugula and lemon peel. Season with salt and pepper.@newline@
86	Peanut Butter Cupcakes		Make cupcakes: Preheat oven to 350F.@newline@Whisk together flour, baking powder, and salt in a bowl.@newline@Beat together peanut butter, butter, and brown sugar in a large bowl with an electric mixer at medium speed until blended, about 2 minutes. Add egg and vanilla and beat until fluffy, about 1 minute. Reduce speed to low and add flour mixture and milk alternately in batches, beginning and ending with flour mixture, then mix until just combined.@newline@Divide batter among lined muffin cups (about two-thirds full) and bake in middle of oven until pale golden and a tester inserted in center of a cupcake comes out clean, 18 to 20 minutes. Turn cupcakes out onto a rack and cool completely.@newline@
87	Chocolate Brownie Torte with White Chocolate Mousse and Caramelized Bananas	Begin making this one day before serving.	For brownie: Preheat oven to 350F. Spray 9-inch-diameter springform pan with 2 3/4-inch-high sides with nonstick spray. Dust pan with flour. Stir butter and both chocolates in heavy small saucepan over low heat until melted and smooth. Cool to room temperature.@newline@Using electric mixer, beat eggs and sugar in large bowl until thick, about 5 minutes. Beat in vanilla. Stir in chocolate mixture. Sift flour over and fold in. Transfer batter to prepared pan. Bake until tester inserted into center of brownie comes out with dry crumbs attached, about 18 minutes. Cool completely in pan on rack.@newline@
88	Fruit and Nut Chocolate Chunks	Active time: 15 min Start to finish: 35 min	Melt chocolate in top of a double boiler or metal bowl set over a saucepan of barely simmering water, stirring occasionally until smooth.@newline@While chocolate is melting, line bottom and sides of an 8-inch square baking pan with foil, leaving a 2-inch overhang, then lightly oil foil.@newline@Remove chocolate from heat and stir in fruit and nuts, then spread evenly in baking pan. Freeze until firm, about 20 minutes. Lift candy in foil from pan using overhang and transfer to a cutting board. Peel off foil and cut candy with a long heavy knife into 36 pieces.@newline@
89	Spicy Sausage and Gorgonzola Pizza	Uncork a bottle of hearty Chianti to go with the great Italian flavors in this new twist on a traditional tomato-sauced pizza.	Position rack in center of oven and preheat to 425F. Saut sausage in large skillet over medium-high heat until just cooked through, breaking into 1/2-inch pieces with back of spoon, about 10 minutes. Drain off fat; set sausage aside.@newline@Place pizza crust on rimless baking sheet. Leaving 3/4-inch plain border, spread 1 cup sauce over crust. Top with 3/4 cup mozzarella, 3/4 of basil, sausage, 1/2 cup Gorgonzola, olives, 1/2 cup mozzarella, bell pepper and 1/2 cup Gorgonzola. Drizzle remaining 1/4 cup sauce over. Bake pizza until crust is crisp and topping is heated through, about 13 minutes. Sprinkle with remaining basil.@newline@
90	Vanilla Bean Flan		Preheat oven to 350F.@newline@Heat 1% milk with vanilla bean halves in a small saucepan over moderate heat until hot. Remove from heat, cover, then steep 20 minutes.@newline@Cook sugar in a 6-inch nonstick skillet over moderately low heat, swirling skillet to help sugar melt evenly, until melted and pale golden. Continue to cook, swirling skillet, until deep caramel, 1 to 2 minutes. Immediately pour into custard cups, tilting cups to coat bottom. Let caramel cool.@newline@Whisk together whole egg, yolk, condensed milk, and a pinch of salt until smooth. Discard vanilla bean pod from steeped milk and gradually whisk milk into egg mixture.@newline@Divide custard among cups and bake in a water bath, loosely covered with a sheet of foil, in middle of oven until custard is set but still trembles slightly, 35 to 40 minutes.@newline@Remove cups from water bath and cool on a rack. Chill, uncovered, at least 2 hours. Unmold flans by running a knife around edges to loosen and inverting onto plates.@newline@
91	Santa Fe Pizza	Use leftover roast chicken for this, or buy a cooked chicken at the market. For an extra-special treat, top each baked slice with a dollop of sour cream and sliced avocado.	Position rack in center of oven and preheat to 425F. Place crust on rimless baking sheet. Leaving 3/4-inch plain border, sprinkle 1 cup cheese, chicken strips and cumin over crust. Top with onion, 4 tablespoons corn, 4 tablespoons cilantro, 3/4 cup cheese, jalapeos and 2 tablespoons corn. Bake pizza until crust is crisp and topping is heated through, about 13 minutes. Top with salsa and remaining 2 tablespoons cilantro.@newline@
92	Sour Cherry Strudels		Bring cherries (with any juices), 3/4 cup sugar, and cornstarch to a boil in a 2 1/2- to 3-quart heavy saucepan, stirring occasionally, then simmer 2 minutes. Transfer filling to a bowl and cool completely.@newline@While cherry filling cools, arrange 3 phyllo sheets in 1 layer on a work surface and let dry 15 minutes. Keeping 12 remaining sheets stacked, halve crosswise, then stack halves. Cover stack with a piece of plastic wrap and a dampened kitchen towel. Finely crumble 3 dried phyllo sheets into a bowl.@newline@Preheat oven to 400F.@newline@Arrange 1 piece of phyllo on work surface with a short side nearest you (keep remaining sheets covered) and brush with some butter. Top with 3 more phyllo pieces, brushing each with butter.@newline@Sprinkle 2 tablespoons crumbled phyllo over lower third of buttered phyllo, leaving a 2-inch border along bottom and sides, then top with a rounded 1/3 cup filling. Fold bottom edge of phyllo up over filling and fold in sides to enclose filling completely, then roll up phyllo to form a strudel, about 4 1/2 by 2 1/2 inches. Transfer, seam side down, to a buttered baking sheet. Brush top with some butter, then sprinkle lightly with 1/4 teaspoon sugar. Cut 2 (1-inch) vents diagonally across top of strudel, about 1 1/2 inches apart, with a paring knife. Make 5 more strudels in same manner.@newline@Bake strudels in middle of oven until golden brown and crisp, 20 to 25 minutes. Transfer to a rack and cool 30 minutes.@newline@
93	Vegetable-Stuffed Loin of Veal with Sweetbreads	If you choose to omit the sweetbreads, simply begin the recipe by sauting the pancetta. (In that case, you may also want to purchase a larger veal or pork loin  going up to a 5-pound veal loin or a 6-pound pork loin.)	Prepare sweetbreads: Soak sweetbreads in a large bowl of ice and cold water in the refrigerator, changing water occasionally (2 or 3 times), at least 8 hours. Drain sweetbreads and transfer to a 4-quart heavy saucepan. Cover with cold water by 1 inch and add 1 tablespoon salt. Bring to a boil, then reduce heat and simmer, uncovered, until sweetbreads plump and feel slightly firmer to the touch, about 3 minutes. Drain in a colander and transfer to a bowl of cold water to stop cooking. Cut away any fat and pull away as much membrane and connective tissue as possible with a small paring knife without breaking up sweetbreads.@newline@Arrange sweetbreads in 1 layer in a baking dish, then cover with plastic wrap and top with another baking dish or plate holding weights. Chill sweetbreads, weighted, at least 8 hours.@newline@While sweetbreads chill, blanch pistachios in a small saucepan of boiling water 1 minute, then drain and peel.@newline@Pat sweetbreads dry and season with salt and pepper. Heat oil and 2 tablespoons butter in a deep 12-inch skillet over moderately high heat until foam subsides, then saut half of sweetbreads, turning over once, until golden brown, about 4 minutes total, and transfer to a plate. Add 1 tablespoon butter to skillet and saut remaining sweetbreads in same manner, transferring to plate.@newline@Add remaining 2 tablespoons butter to skillet, then reduce heat to moderate and cook pancetta, stirring occasionally, until beginning to brown, 2 to 3 minutes. Add onion, carrot, celery, garlic, bay leaf, and thyme, then reduce heat to moderately low and cook, stirring, until vegetables are softened, 3 to 5 minutes. Add Sherry and bring to a boil, then add demi-glace, water, 1/2 teaspoon salt, 1/4 teaspoon pepper, pistachios, and sweetbreads and return to a boil. Reduce heat to low, then cover surface of mixture with a buttered round of parchment paper (buttered side down) and simmer sweetbreads, skillet partially covered with lid, until firm but still springy to the touch, 15 to 20 minutes.@newline@Transfer sweetbreads with a slotted spoon to a bowl and, when cool enough to handle, pull apart into 1- to 1 1/2-inch pieces. Ladle cooking liquid through a sieve into a bowl, discarding bay leaf and thyme, and reserve. Reserve vegetables in another bowl for sauce and stuffing.@newline@
94	Grilled Salmon Fillets with Creamy Horseradish Sauce		For sauce: Mix all ingredients in small bowl. Season with salt and pepper. (Can be made 1 day ahead. Cover and chill.)@newline@
95	Grilled Pepper, Basil, and Turkey Roulade with Basil Sour Cream Sauce	This recipe uses a combination of direct and indirect heat, which can be accomplished using a charcoal or gas grill. If you have a gas grill, you can easily use it to roast the peppers.	Roast peppers: Roast peppers on racks of gas burners over high heat, turning with tongs, until skins are blackened, 5 to 8 minutes. (Alternatively, broil peppers on rack of a broiler pan about 5 inches from heat, turning occasionally, about 15 minutes.) Transfer to a bowl and let stand, covered, until cool enough to handle.@newline@Peel peppers and discard stems and seeds. Finely chop peppers and pat dry, then season with salt and pepper.@newline@
96	Spotted Dick		Fill a large heavy pot (at least 8 inches across by 6 inches deep, with a tight-fitting lid) with 1 1/2 inches water. Make a platform for pudding by setting metal cookie cutters or egg-poaching rings in bottom of pot. Knead fruit and zest into dough and form dough into a ball. Put into well-buttered pudding mold and flatten top. Top dough with a round of buttered wax paper, buttered side down, and cover top of mold with heavy-duty foil, crimping tightly around edge.@newline@Bring water in pot to a boil and set mold on platform. Steam pudding, covered, over simmering water 1 1/2 to 2 hours (add more boiling water to pot if necessary), or until golden and puffed. Transfer pudding in mold to a rack and let stand 5 minutes. Discard foil and wax paper and run a thin knife around edge of pudding. Invert a plate over mold, then invert pudding onto plate. Serve immediately with custard sauce.@newline@
97	Ropa Vieja	(Braised Beef, Peppers, and Onions)p@newline@pRopa vieja, or "old clothes," describes the shreds of meat, peppers, and onions resembling a mess of colorful rags. Robust stews such as this Cuban specialty are at the heart of West Indian cuisine.	To braise beef: In a 5-quart kettle combine all braising ingredients and simmer, uncovered, 1 1/2 hours, or until beef is tender. Remove kettle from heat and cool meat in liquid 30 minutes. Transfer meat to a platter and cover. Strain braising liquid through a colander, pressing on solids, into a bowl. Return braising liquid to kettle and boil until reduced to 3 cups, about 30 minutes. Stew may be made up to this point 1 day ahead. Cool braising liquid completely and chill it and the beef separately, covered.@newline@
98	Cabbage, Fresh Fennel, and Carrot Slaw	Make the slaw and chill it up to two hours before serving. It is best cold.	Combine cabbage, fennel, onion, and carrot in large bowl. Whisk mayonnaise, sour cream, lemon juice, sugar, and hot sauce in medium bowl to blend. Season dressing to taste with salt and pepper. Add dressing to cabbage mixture; toss to coat. Season slaw to taste with salt and pepper. Refrigerate at least 1 hour and up to 2 hours, tossing occasionally. Transfer to serving bowl.@newline@
99	Chocolate-Amaretto Souffles		Position rack in center of oven and preheat to 400F. Butter six 3/4-cup souffl dishes; dust with sugar. Place on baking sheet. Whisk 1/2 cup cream and 1 tablespoon amaretto in medium bowl to soft peaks. Refrigerate whipped cream.@newline@Stir 1/2 cup cream and chocolate in medium bowl set over saucepan of simmering water until melted and smooth. Remove from over water. Whisk in yolks 1 at a time, blending well after each addition. Whisk in 2 tablespoons amaretto and both extracts. Using electric mixer, beat egg whites in large bowl until soft peaks form. Gradually add 3 tablespoons sugar, beating until stiff but not dry. Fold whites into chocolate mixture in 2 additions. Spoon enough batter into each souffl dish to fill dish halfway. Sprinkle each with 1/2 tablespoon amaretti cookies. Top with remaining souffl batter. Sprinkle each with 1/2 tablespoon amaretti cookies.@newline@Bake souffls until puffed and set, about 13 minutes. Dust each with powdered sugar. Accompany souffls with whipped cream. Serve immediately.@newline@
100	Pecan Molasses Bundt Cake with Bourbon Glaze	Makes 12 to 16 servings.	For cake: Preheat oven to 350F. Spray 10-inch-diameter Bundt pan with nonstick spray; dust with flour. Sift 3 1/4 cups flour, baking powder, and salt into medium bowl. Using electric mixer, beat sugar, butter, and 2 teaspoons vanilla in large bowl until fluffy. Beat in eggs 1 at a time. Beat in flour mixture in 3 additions, alternating with milk in 2 additions. Transfer half of batter to prepared pan.@newline@Stir pecans, corn syrup, molasses, and 2 teaspoons vanilla in another medium bowl to blend. Stir in baking soda. Stir pecan mixture into remaining cake batter in bowl. Spoon pecan batter over batter in pan (do not swirl). Bake until tester inserted near center of cake comes out with dry crumbs attached, about 50 minutes. Transfer cake in pan to rack.@newline@
101	Pistachio, Lemon, and Vanilla Shortbread	Traditional Scottish shortbread is baked in molds. In this modern version, the dough is simply pressed into a pan, baked, and cut into squares. Grated lemon peel cuts the buttery richness, and semolina flour adds texture.	Preheat oven to 325F. Butter 13x9x2-inch metal baking pan. Combine all purpose flour, sugar, and semolina flour in processor; blend 5 seconds. Add butter, lemon peel, and vanilla. Using on/off turns, blend until coarse meal forms. Turn dough out into bowl. Add nuts and knead gently to combine. Press dough evenly over bottom of prepared pan. Using fork, pierce dough all over.@newline@Bake shortbread until pale brown in center and golden at edges, about 35 minutes. Cool in pan on rack 10 minutes. Cut lengthwise into 4 strips, then cut each strip crosswise into 6 squares. Cool completely in pan. (Can be made 1 day ahead. Cover tightly with foil; store at room temperature.)@newline@
102	One-of-Each Soup	Originally, this curried soup was served cold. Given the winter chill in the air, however, we tried it hot and discovered it to be even better.	Simmer vegetables and fruits in broth in a 3-quart heavy saucepan, covered, until very tender, about 12 minutes. Stir in cream, butter, curry powder, and salt and heat just until hot (do not boil).@newline@Pure soup in a blender until smooth (use caution when blending hot liquids). Thin soup with water if desired and serve sprinkled with chives.@newline@
103	Blackberry Sorbet	Sorbete de Zarzamorap@newline@pBerries are cultivated near the small colonial town of Valle de Bravo, outside Mexico City. Sorbets and ice creams are enormously popular throughout Mexico.	Stir sugar and 1 cup water in small saucepan. Bring to boil over high heat, stirring until sugar dissolves. Boil 1 minute. Transfer syrup to large bowl. Chill until syrup is cold, about 3 hours.@newline@Working in batches, puree blackberries with juices and cold syrup in blender until smooth. Strain into another large bowl; discard seeds. Stir in lemon juice.@newline@Process berry mixture in ice cream maker according to manufacturer's instructions. Transfer sorbet to container; cover and freeze until firm, about 6 hours. (Can be made 1 week ahead. Keep frozen.)@newline@Using large spoon, scoop out flesh from watermelon, leaving rind intact and forming bowl (reserve melon for another use or serve alongside sorbet, if desired). Drain excess juice from watermelon bowl. Cover and chill watermelon bowl until cold.@newline@Scoop sorbet into watermelon bowl. Garnish with fresh blackberries.@newline@
104	Bulgur Stuffing with Brussels Sprouts and Dried Mushrooms		In a bowl pour boiling water over mushrooms and soak 30 minutes. In a 4-quart saucepan saut onion in 2 tablespoons butter over moderately high heat, stirring, until softened. Add broth and bring to a simmer. Stir in bulgur and simmer, uncovered, stirring occasionally, 8 minutes.@newline@Trim and quarter Brussels sprouts. In a large non-stick skillet heat remaining 6 tablespoons butter over moderately high heat until foam subsides and saut Brussels sprouts, stirring occasionally, until tender, about 10 minutes.@newline@Remove mushrooms from water, squeezing out excess liquid, and reserve soaking liquid. Rinse mushrooms to remove any grit and coarsely chop. Line a sieve set over a bowl with a dampened paper towel or coffee filter and strain reserved soaking liquid into bowl. Chop parsley.@newline@In a large bowl toss together bulgur mixture, Brussels sprouts, mushrooms, 1/2 cup strained soaking liquid, parsley, and salt and pepper to taste and cool completely. Stuffing may be made up to this point 1 day ahead and chilled, covered. Bring stuffing to room temperature before proceeding.@newline@
105	Cider-Basted Turkey with Roasted Apple Gravy	Apple wedges are an imaginative addition to the gravy. Serve this turkey with a buttery Chardonnay.	For turkey: Position rack in bottom third of oven and preheat to 325F. Combine first 5 ingredients in small saucepan. Add 1/2 teaspoon cinnamon; bring liquid to boil. Set liquid aside.@newline@Mix 2 quartered apples, onion, thyme, sage leaves and 1/4 teaspoon cinnamon in large bowl.@newline@Rinse turkey inside and out; pat dry. Sprinkle main cavity with salt and pepper. Spoon apple mixture into main cavity. Tuck wing tips under turkey; tie legs together loosely. Place turkey in large roasting pan. Rub turkey breast and legs with butter. Pour half of basting liquid over turkey. Sprinkle with salt and pepper.@newline@Roast turkey 30 minutes. Pour remaining basting liquid over turkey. Roast 2 hours, basting frequently with pan juices and adding 1 cup (or more) water to pan if juices have evaporated. Add all apple slices to pan juices around turkey. Cover turkey loosely with foil to keep from browning too quickly. Continue to roast until apples are tender, turkey is deep brown and thermometer inserted into thickest part of thigh registers 175F, basting frequently with pan juices, about 1 hour 30 minutes longer.@newline@Transfer turkey to platter. Tent loosely with foil; let stand 30 minutes (internal temperature of turkey will increase 5 to 10 degrees).@newline@
106	Grilled Butterflied Leg of Lamb and Vegetables with Lemon-Herb Dressing	You'll want to get this started a day ahead.	For lamb: Mix first 6 ingredients in medium bowl. Place lamb in 15x10x2-inch glass baking dish. Pour marinade over. Turn lamb, spreading marinade to coat evenly on all sides. Cover dish with plastic wrap and refrigerate for 1 day, turning lamb occasionally.@newline@
107	Chicken Legs with Achiote Garlic Sauce	This dish, flavored with achiote seeds, garlic, and spices, is based on chicken ppibilp, from Mexico's Yucatn Peninsula. Traditionally, the chicken is baked in banana leaves, but here we've used collard leaves because they are more readily available. They add moisture and a bit of flavor but do not get tender enough to eat.	Preheat oven to 350F.@newline@Toast seeds, spices, and oregano together in a dry heavy skillet over moderate heat, stirring, until fragrant, 1 to 2 minutes. Cool slightly, then finely grind mixture in grinder.@newline@Mince garlic and mash to a paste with salt using a large heavy knife, then transfer to a large bowl and whisk in ground spices, juices, and oil.@newline@Remove skin and all visible fat from chicken, then add chicken to juice mixture and turn to coat.@newline@Lay foil loosely on top of a 13- by 9-inch baking dish and arrange collard leaves, overlapping, to create a 14-inch round in center of foil. Press foil and leaves loosely into dish to form a well, then mound chicken with sauce in well and fold collards over chicken to enclose. Wrap collard package snugly in foil, crimping edges to seal completely.@newline@Transfer foil package from baking dish directly to rack in middle of oven and bake until chicken is cooked through, 1 to 1 1/4 hours.@newline@Transfer foil package to a serving dish, then open foil. (If desired, carefully pull out foil from under collard package.) Open collards and serve chicken with rice and pickled onions.@newline@
108	Parmesan Pita Crisps		Preheat oven to 325F. Cut each pita bread horizontally in half, forming 2 pita disks. Brush disks with olive oil. Sprinkle disks with Parmesan cheese, then pepper. Cut each disk into 6 wedges. Arrange pita wedges in single layer on large baking sheets.@newline@Bake until pita wedges are golden and just crisp, about 12 minutes. (Can be prepared 3 days ahead. Cool completely. Store airtight at room temperature. Rewarm in 325F oven about 5 minutes.)@newline@
109	Pumpkin Cannelloni with Clams and Sage Brown Butter		Make filling and form cannelloni: Heat butter in a 12-inch heavy skillet over moderately high heat until foam subsides, then saut squash and fennel with salt and pepper, stirring occasionally, until golden, about 4 minutes. Add shallot and water and simmer, covered, until vegetables are tender, about 10 minutes. Cool vegetables, then pure in a food processor until smooth and season with salt and pepper.@newline@Preheat oven to 400F.@newline@Cook pasta sheets in a 4- to 6-quart pot of boiling salted water until al dente, 1 to 2 minutes, then immediately transfer with a slotted spoon to a bowl of ice and cold water to cool. Drain well, then pat sheets dry on paper towels and arrange in 1 layer in a well-oiled large shallow baking pan. Spoon 1/4 cup filling along 1 short end of a rectangle, then roll up filling in pasta. Make 3 more rolls in same manner and arrange, seam sides down, in baking pan. Drizzle cannelloni with oil.@newline@
110	Heirloom Tomato Salad	If you can't find heirloom tomatoes near you, this salad would also be delicious with any ripe tomato from garden or market.	Whisk together vinegar, salt, mustard, and pepper in a large bowl. Add oil in a slow stream, whisking constantly until dressing is emulsified. Add tomatoes and gently toss to coat. Season with salt and pepper.@newline@
111	Classic Coq au Vin	Marinating the chicken in the wine mixture adds flavor. Starting two days ahead and rewarming the dish improves that flavor.	For marinating chicken: Combine wine, onion, celery, carrot, garlic, and peppercorns in large pot. Bring to boil over high heat. Reduce heat to medium and simmer 5 minutes. Cool completely; mix in oil. Place chicken pieces in large glass bowl. Pour wine mixture over chicken; stir to coat. Cover and refrigerate at least 1 day and up to 2 days, turning chicken occasionally.@newline@
112	Israeli Couscous with Roasted Butternut Squash and Preserved Lemon	A U-shaped peeler with a horizontal blade (available at most supermarkets) makes peeling the squash easier.p@newline@pHere its okay to pulse the parsley in a food processor rather than chop it by hand, but pat it dry with paper towels first.	Preheat oven to 475F.@newline@Halve lemons and scoop out flesh, keeping both flesh and peel. Cut enough peel into 1/4-inch dice to measure 1/4 cup. Put lemon flesh in a sieve set over a bowl and press with back of a spoon to extract juice.@newline@Toss squash with 1 tablespoon oil and salt to taste in a large shallow baking pan and spread in 1 layer. Roast in upper third of oven 15 minutes, or until squash is just tender, and transfer to a large bowl.@newline@Cook onion in 1 tablespoon oil in a 10-inch heavy skillet over moderately high heat, stirring occasionally, until just beginning to turn golden. Add to squash.@newline@Cook couscous with cinnamon stick in a large pot of boiling salted water 10 minutes, or until just tender, and drain in a colander (do not rinse). Add couscous to vegetables and toss with 2 tablespoon oil to coat.@newline@Add lemon peel and juice, parsley, nuts, raisins, ground cinnamon, and salt to taste. Toss to mix well.@newline@
113	Island Pork Tenderloin Salad		Prepare pork: Preheat oven to 350F.@newline@Stir together salt, pepper, cumin, chili powder, and cinnamon, then coat pork with spice rub.@newline@Heat oil in an ovenproof 12-inch heavy skillet over moderately high heat until just beginning to smoke, then brown pork, turning, about 4 minutes total. Leave pork in skillet.@newline@
114	Couscous and Shrimp Salad with Tangerines and Almonds		Place yogurt in medium bowl. Gradually whisk in oil and cumin. Stir in lemon juice and garlic. Season dressing to taste with salt and pepper. Cover and chill. (Can be made 2 days ahead. Keep refrigerated.)@newline@Mix 6 cups water and salt in large saucepan; bring to boil. Mix in couscous. Remove from heat. Cover; let stand until water is absorbed and couscous is tender, about 10 minutes. Transfer couscous to large bowl; fluff with fork. Cool to room temperature. Gently mix in tangerines, garbanzo beans, raisins, 3/4 of shrimp, 3/4 cup green onions and 1/2 cup almonds. Stir in dressing. Season salad to taste with salt and pepper. Transfer salad to large serving platter. (Can be made 4 hours ahead. Cover; chill. Let stand at room temperature 30 minutes before serving.) Garnish with remaining shrimp, green onions and almonds.@newline@
