Poached Eggs with Roasted Tomatoes and Portabellas	Using the freshest eggs possible is the key to great poached eggs. This dish makes a savory breakfast or, when paired with a salad, a satisfying brunch.	4 (3-inch-wide) portabella mushroom caps, stems discarded^2 plum tomatoes, halved lengthwise^3 tablespoons olive oil^1/2 teaspoon salt^1/4 teaspoon black pepper^1 teaspoon distilled white vinegar^4 large eggs^1/2 teaspoon balsamic vinegar^4 thin slices Fontina cheese^1 tablespoon finely chopped fresh chives	Preheat broiler.@newline@Brush mushrooms and tomatoes with oil and sprinkle with salt and pepper. Arrange mushrooms, stemmed sides down, and tomato halves, cut sides up, on a broiler pan.@newline@Broil vegetables about 6 inches from heat, turning over mushrooms halfway through cooking, until tender and tomatoes are slightly charred, about 7 minutes total. (Leave broiler on.)@newline@While vegetables are broiling, fill a deep 10-inch skillet with 1 1/4 inches cold water. Add white vinegar and bring to a simmer.@newline@Break 1 egg into a cup, then slide egg into simmering water. Repeat with remaining eggs, spacing them in skillet, and poach at a bare simmer until whites are firm but yolks are still runny, 2 to 3 minutes.@newline@Gently transfer eggs with a slotted spoon to paper towels to drain and season with salt and pepper.@newline@Sprinkle stemmed sides of mushrooms with balsamic vinegar, then put 1 tomato half, cut side up, on each mushroom and top with an egg. Cover eggs with cheese slices and broil until cheese is just melted, about 1 minute. Sprinkle with chives and serve immediately.@newline@	Egg^Mushroom^Tomato^Breakfast^Brunch^Poach^Vegetarian^Quick & Easy^Vinegar^Winter^Chive^Fontina^Gourmet^Sugar Conscious^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Mashed Potatoes with Watercress and Green Onions		2 large bunches watercress, thick stems trimmed^6 pounds russet potatoes, peeled, cut into 2-inch pieces^1 1/2 cups whole milk^1/2 cup (1 stick) butter^1/4 cup olive oil^2 bunches green onions, finely chopped (about 1 1/2 cups)	Bring medium saucepan of water to boil. Add watercress and blanch 10 seconds. Drain. Pat dry and chop watercress.@newline@Cook potatoes in large pot of boiling salted water until very tender, about 25 minutes. Drain. Return potatoes to pot. Stir over medium heat until any excess liquid evaporates, about 2 minutes.@newline@Bring milk almost to simmer in small saucepan. Add hot milk, butter, and oil to potatoes; mash until almost smooth. (Can be prepared 2 hours ahead. Let stand uncovered at room temperature. Rewarm over medium-low heat, stirring often, before continuing.) Stir in green onions and watercress. Season with salt and pepper.@newline@	American^Milk/Cream^Leafy Green^Onion^Potato^Side^Thanksgiving^Vegetarian^Quick & Easy^Fall^Winter^Watercress^Bon Apptit^Sugar Conscious^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Cantaloupe and Prosciutto with Basil Oil		2 tablespoons pine nuts^1/2 cup packed fresh basil leaves^1/4 cup olive oil^1 cantaloupe^1/2 pound thinly sliced prosciutto^2 ounces crumbled ricotta salata or feta (about 1/4 cup)	Preheat oven to 375F.@newline@On a baking sheet toast pine nuts until golden, about 5 minutes, and cool. In a blender pure basil with oil until basil is minced. Pour pure through a very fine sieve into a bowl, pressing hard on solids, and discard solids.@newline@Halve and seed cantaloupe. Cut melon into 1/4-inch-thick wedges and discard rind.@newline@Spoon basil oil onto 4 plates. Arrange melon decoratively over oil and top with prosciutto. Sprinkle melon and prosciutto with pine nuts and cheese.@newline@	Italian^Fruit^Appetizer^Quick & Easy^Cantaloupe^Basil^Summer^Prosciutto^Gourmet^Wheat/Gluten-Free^Peanut Free^Soy Free^No Sugar Added
Creamy Mashed Potatoes		3 pound baking (russet) potatoes^3/4 stick unsalted butter, cut into bits and softened^1 to 1, cups heavy cream or half-and-half, heated until hot^Special equipment: potato ricer or food mill	Bring a large pot of water to a boil (enough to cover potatoes by 1 inch) and add salt to taste. Peel potatoes and quarter. Add potatoes to water, then return to a boil. Gently boil potatoes until tender, 15 to 20 minutes, and drain in a colander. Force potatoes, while still warm, through ricer into a large bowl. Add butter and stir with a wooden spoon, letting butter melt completely. Add 1 cup cream and incorporate by gently stirring with wooden spoon, adding more cream to thin to desired consistency.@newline@	American^Potato^Side^Thanksgiving^Fall^Gourmet
Caramelized Onion and Sour Cream Spread	Leaping off the backs of onion-soup-mix boxes and showing up at cocktail parties everywhere, Liptons sour cream-and-onion dip took the country by storm. Convenient and quick, the dip also tasted great on potato chips, without which, in the fifties anyway, it wasnt a party. These days it isnt a party without little toasts topped by something Mediterranean-hence this zesty update.	3 tablespoons plus 1/3 cup olive oil^1 large red onion, thinly sliced^1 large red bell pepper, thinly sliced^1/2 fennel bulb, cored, thinly sliced^2 teaspoons herbes de Provence^1 teaspoon sugar^8 garlic cloves, finely chopped^1/3 cup sour cream^1 tablespoon drained capers^18 4x1 1/2x1/4-inch slices olive bread	Heat 3 tablespoons oil in heavy large skillet over medium heat. Add onion and next 4 ingredients. Cover; cook until vegetables release their juices, stirring occasionally, about 12 minutes. Uncover; saut until juices evaporate, about 10 minutes. Add garlic; cook until vegetables are very tender and just beginning to brown, about 12 minutes longer. Cool completely.@newline@Puree vegetable mixture and sour cream in processor until almost smooth. Season generously with salt and pepper. Transfer to bowl. Sprinkle with capers.@newline@Preheat broiler. Arrange bread slices on baking sheet. Brush both sides of bread slices with 1/3 cup oil. Toast about 2 minutes per side. Cool. Serve with spread.@newline@A combination of dried thyme, basil, savory and fennel seeds can be substituted for herbes de Provence.@newline@	Condiment/Spread^Dairy^Onion^Appetizer^Saut^Fall^Sour Cream^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Caramelized Pineapple with Ginger Crme Anglaise		1 cup 1% milk^4- by 1-inch strip fresh orange zest^3 (1/4-inch-thick) slices peeled fresh ginger, smashed^1 large egg^2 tablespoons sugar^1 1/2 teaspoons all-purpose flour^3 1/2-lb ripe pineapple (preferably extra-sweet), peeled but not cored^1/2 tablespoon sugar^1 tablespoon julienned crystallized ginger	Make crme anglaise: Heat milk, zest, and ginger until hot and remove from heat. Let stand 25 minutes, then reheat.@newline@Whisk together egg, sugar, flour, and a pinch of salt until smooth. Pour milk through a sieve into a bowl, discarding solids. Gradually whisk hot milk into egg mixture, then transfer to a small saucepan.@newline@Cook over moderately low heat, stirring constantly, until thickened enough to coat the back of a wooden spoon and a thermometer registers 170F, 3 to 5 minutes. (Do not let boil.) Pour custard through a fine sieve into a bowl and cover surface with plastic wrap to prevent a skin from forming. Chill until cold.@newline@	American^Dairy^Ginger^Dessert^Broil^Pineapple^Gourmet
Baked Ham with Mustard-Red Currant Glaze and Rhubarb Chutney	What to drink: Fruity, soft red wines  such as Merlot and some Zinfandels  work well with the mustard glaze and ham.	3/4 cup red currant jelly^6 tablespoons whole grain Dijon mustard^1 1/2 teaspoons ground ginger^1 9-pound fully cooked bone-in ham (shank or butt end)^1 bunch watercress^Rhubarb Chutney	Position rack in bottom third of oven and preheat to 325F. Whisk jelly, mustard, and ginger in heavy medium saucepan over medium heat until melted, about 1 minute. Remove glaze from heat.@newline@Trim any tough rind and fat from upper side of ham, leaving 1/4-inch-thick layer of fat. Using long sharp knife, score fat in 1-inch-wide diamond pattern. Place ham in roasting pan. Bake 1 hour. Brush top and sides of ham generously with some of glaze. Bake until thermometer inserted into thickest part of ham registers 140F, brushing with glaze every 15 minutes and tenting ham with foil if browning too quickly, about 1 hour 15 minutes. Remove ham from oven; let stand 15 minutes. Transfer to platter. Garnish with watercress. Serve with Rhubarb Chutney.@newline@	American^Mustard^Bake^Easter^Ham^Spring^Watercress^Jam or Jelly^Bon Apptit
Chili-Rubbed Rib-Eye Steaks		1/4 cup Red Chili Powder^1/4 cup paprika^2 tablespoons coarse salt^1 1/2 tablespoons sugar^4 14- to 16-ounce bone-in rib-eye steaks (about 1 1/2 inches thick)^Nonstick vegetable oil spray^Pico de Gallo^Accompaniment: Red Chile Onion Rings	Mix first 4 ingredients in pie dish. Coat steaks with spice mixture and transfer to another dish. Cover; chill at least 8 hours.@newline@Spray grill racks with nonstick spray; prepare barbecue (medium heat). Grill steaks to desired doneness, moving and turning occasionally to prevent chili rub from burning, about 20 minutes for medium-rare. Serve steaks with pico de gallo.@newline@	American^Beef^Backyard BBQ^Steak^Hot Pepper^Summer^Tailgating^Grill/Barbecue^Bon Apptit
Mozzarella and Prosciutto Pizza with Balsamic Onions	For a meatless pizza, skip the prosciutto and add sauted sliced portobello mushrooms.	1 1/2 cups unbleached all purpose flour^1 1/2 teaspoons coarse salt^1/2 cup warm water (105F to 115F)^1 teaspoon dry yeast^1 1/2 tablespoons olive oil^1 tablespoon honey^2 tablespoons plus 1/2 cup olive oil^1 12-ounce red onion, thinly sliced^2 tablespoons balsamic vinegar^2 teaspoons Worcestershire sauce^4 large garlic cloves, chopped^1 large red bell pepper^All purpose flour^1 cup (packed) coarsely grated whole-milk mozzarella cheese^3 tablespoons coarsely grated Parmesan cheese^4 thin slices prosciutto, sliced crosswise into thin strips^2 teaspoons chopped fresh thyme^Balsamic vinegar	For dough: Mix flour and salt in large bowl. Place 1/2 cup warm water in small bowl. Sprinkle yeast over water and stir to blend. Let stand until dissolved, about 10 minutes. Pour yeast mixture into bowl with flour. Add oil and honey. Using flexible spatula, stir until coarse dough forms. Knead dough in bowl with 1 hand until smooth and elastic, about 6 minutes. Cover bowl; let dough stand 30 minutes. Refrigerate dough in bowl, still covered, at least 2 hours (dough will rise very little). (Can be made 2 days ahead; keep refrigerated.)@newline@	Italian^Onion^Bake^Vinegar^Mozzarella^Parmesan^Bell Pepper^Prosciutto^Bon Apptit
Orange Yogurt Parfaits with Shredded Wheat Crisps		3 cups low-fat plain yogurt^1 1/2 large shredded wheat biscuits, coarsely crumbled^1 1/2 tablespoons unsalted butter, melted^2 teaspoons sugar^1/2 cup water^1/4 cup honey^6 (3- by 1/2-inch) strips orange zest^1/4 cup strained fresh orange juice^1/3 cup chilled heavy cream	Drain yogurt in a paper-towel-lined large sieve set over a bowl, covered and chilled, 24 hours. Discard any liquid in bowl.@newline@Preheat oven to 350F.@newline@Toss shredded wheat with butter and sugar in a bowl, then spread evenly on a baking sheet and bake in middle of oven until deep golden, about 12 minutes. Cool completely.@newline@Simmer water, honey, zest, and orange juice in a small saucepan, uncovered, until reduced to about 1/2 cup, 8 to 10 minutes. Remove from heat and let steep, covered, 10 minutes. Cool syrup, then pour through a sieve into a small bowl, reserving zest.@newline@Finely chop half of zest and stir into yogurt in a bowl along with 4 tablespoons syrup. Thinly slice remaining zest for garnish.@newline@Beat cream in a small deep bowl with a whisk or an electric mixer until it just holds stiff peaks, then fold into yogurt. Divide yogurt among 6 small dessert dishes, then drizzle remaining syrup over it and top with wheat crisps and sliced zest.@newline@	Dairy^Dessert^Bake^Low Fat^Yogurt^Orange^Spring^Healthy^Gourmet^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Chocolate and Coconut Cream Fondue	Biscotti would be great for dipping, too.	1 15-ounce can sweetened cream of coconut (such as Coco Lpez)^12 ounces bittersweet (not unsweetened) or semisweet chocolate, finely chopped^1/4 cup whipping cream^1/4 teaspoon coconut extract^Assorted fresh fruit (such as whole strawberries, 1-inch-thick slices banana, 1-inch cubes peeled cored pineapple, and tangerine segments)	Combine sweetened cream of coconut and 12 ounces chocolate in heavy large saucepan. Stir mixture over very low heat until chocolate melts and mixture is smooth. Stir in whipping cream and extract. (Fondue can be prepared 8 hours ahead. Cover; store at room temperature. Stir over low heat to rewarm before serving.)@newline@Transfer mixture to fondue pot. Place over candle or canned heat burner. Serve with fruit for dipping.@newline@	American^Condiment/Spread^Milk/Cream^Chocolate^Fruit^Dessert^Winter^Party^Bon Apptit^Vegetarian^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^Kosher
Fricasse of Beef and Fava Beans	A fusion of flavors and technique from two cuisines makes this main course taste new. The cooking method is based on an Italian pfricasseap made with egg yolks and cream; the combination of favas and mint is Middle Eastern. The resulting dish is absolutely delicious. Serve with plenty of crusty bread to mop up the sauce.	5 pounds fresh fava beans, shelled, or 5 cups frozen double-peeled fava beans (from two 16-ounce packages), thawed^2 tablespoons butter, divided^2 tablespoons olive oil, divided^1 1 1/2-pound piece beef tenderloin, cut in half lengthwise, then crosswise into 1/2-inch-thick slices^2 large onions, finely chopped^1/2 cup whipping cream^1/4 cup fresh lemon juice^2 large egg yolks^2 teaspoons salt^1 teaspoon ground black pepper^2 tablespoons chopped fresh mint	Cook fresh fava beans in large pot of boiling salted water 2 minutes. Drain favas. Place in large bowl of ice water. Drain. Slip outer skin off each bean and discard skin; place beans in large bowl. (If using frozen beans, do not blanch.)@newline@Melt 1 tablespoon butter with 1 tablespoon oil in large nonstick skillet over high heat. Working in batches, add beef and saut just until browned on both sides, about 2 minutes. Transfer beef to medium bowl.@newline@Melt remaining 1 tablespoon butter with 1 tablespoon oil in same skillet over medium heat. Add onions; saut until tender and golden, about 15 minutes. Add fava beans; saut 5 minutes. Remove from heat; cool 15 minutes.@newline@Meanwhile, whisk whipping cream, lemon juice, egg yolks, salt, and pepper in small bowl to blend. Stir cream mixture into fava bean mixture. Cook over medium-low heat just until sauce thickens slightly and mixture is heated through, about 6 minutes (do not boil). Add beef and stir until heated through, about 3 minutes. Transfer fricassee to rimmed platter. Sprinkle with mint.@newline@	Italian^Middle Eastern^Milk/Cream^Bean^Beef^Egg^Onion^Saut^Lemon^Mint^Winter^Bon Apptit
Poached Eggs with Roasted Tomatoes and Portabellas	Using the freshest eggs possible is the key to great poached eggs. This dish makes a savory breakfast or, when paired with a salad, a satisfying brunch.	4 (3-inch-wide) portabella mushroom caps, stems discarded^2 plum tomatoes, halved lengthwise^3 tablespoons olive oil^1/2 teaspoon salt^1/4 teaspoon black pepper^1 teaspoon distilled white vinegar^4 large eggs^1/2 teaspoon balsamic vinegar^4 thin slices Fontina cheese^1 tablespoon finely chopped fresh chives	Preheat broiler.@newline@Brush mushrooms and tomatoes with oil and sprinkle with salt and pepper. Arrange mushrooms, stemmed sides down, and tomato halves, cut sides up, on a broiler pan.@newline@Broil vegetables about 6 inches from heat, turning over mushrooms halfway through cooking, until tender and tomatoes are slightly charred, about 7 minutes total. (Leave broiler on.)@newline@While vegetables are broiling, fill a deep 10-inch skillet with 1 1/4 inches cold water. Add white vinegar and bring to a simmer.@newline@Break 1 egg into a cup, then slide egg into simmering water. Repeat with remaining eggs, spacing them in skillet, and poach at a bare simmer until whites are firm but yolks are still runny, 2 to 3 minutes.@newline@Gently transfer eggs with a slotted spoon to paper towels to drain and season with salt and pepper.@newline@Sprinkle stemmed sides of mushrooms with balsamic vinegar, then put 1 tomato half, cut side up, on each mushroom and top with an egg. Cover eggs with cheese slices and broil until cheese is just melted, about 1 minute. Sprinkle with chives and serve immediately.@newline@	Egg^Mushroom^Tomato^Breakfast^Brunch^Poach^Vegetarian^Quick & Easy^Vinegar^Winter^Chive^Fontina^Gourmet^Sugar Conscious^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Cabbage, Fresh Fennel, and Carrot Slaw	Make the slaw and chill it up to two hours before serving. It is best cold.	1 2 1/2-pound cabbage, quartered, cored, very thinly sliced (about 18 cups)^2 fresh fennel bulbs, trimmed, halved, very thinly sliced (about 3 cups)^1 small onion, thinly sliced^1 very large carrot, peeled, coarsely shredded^3/4 cup mayonnaise^1/2 cup sour cream^2 tablespoons fresh lemon juice^1/2 teaspoon sugar^1/2 teaspoon hot pepper sauce	Combine cabbage, fennel, onion, and carrot in large bowl. Whisk mayonnaise, sour cream, lemon juice, sugar, and hot sauce in medium bowl to blend. Season dressing to taste with salt and pepper. Add dressing to cabbage mixture; toss to coat. Season slaw to taste with salt and pepper. Refrigerate at least 1 hour and up to 2 hours, tossing occasionally. Transfer to serving bowl.@newline@	American^Salad^Onion^Side^No-Cook^Vegetarian^Mayonnaise^Fennel^Carrot^Summer^Cabbage^Sour Cream^Bon Apptit^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^Kosher
Grilled Butterflied Leg of Lamb and Vegetables with Lemon-Herb Dressing	You'll want to get this started a day ahead.	3/4 cup olive oil^12 garlic cloves, chopped^2 tablespoons chopped fresh rosemary^2 tablespoons chopped fresh thyme^1 1/2 teaspoons salt^1 1/2 teaspoons coarsely ground black pepper^1 5- to 5 1/2-pound leg of lamb, boned, butterflied, trimmed^1 cup fresh lemon juice^5 shallots, minced^3/4 cup olive oil^3/4 cup chopped fresh parsley^1/2 cup chopped fresh mint^6 medium-size zucchini, trimmed, each quartered lengthwise^6 medium-size yellow crookneck squash, trimmed, each cut lengthwise into 1/3-inch-thick slices^3 large red bell peppers, stemmed, seeded, each cut lengthwise into 6 strips^4 medium-size red onions, peeled, halved through root end, each half cut into 3 wedges with some of core attached^2 cups red Zinfandel^Nonstick vegetable oil spray^7 ounces feta cheese, crumbled (about 1 3/4 cups)^Fresh rosemary, thyme, and mint sprigs	For lamb: Mix first 6 ingredients in medium bowl. Place lamb in 15x10x2-inch glass baking dish. Pour marinade over. Turn lamb, spreading marinade to coat evenly on all sides. Cover dish with plastic wrap and refrigerate for 1 day, turning lamb occasionally.@newline@	American^Greek^Lamb^Vegetable^Marinate^Backyard BBQ^Feta^Lemon^Mint^Squash^Red Wine^Summer^Grill^Grill/Barbecue^Bon Apptit
Parmesan Pita Crisps		6 6-inch-diameter pita breads^6 tablespoons olive oil^1 1/4 cups freshly grated Parmesan cheese	Preheat oven to 325F. Cut each pita bread horizontally in half, forming 2 pita disks. Brush disks with olive oil. Sprinkle disks with Parmesan cheese, then pepper. Cut each disk into 6 wedges. Arrange pita wedges in single layer on large baking sheets.@newline@Bake until pita wedges are golden and just crisp, about 12 minutes. (Can be prepared 3 days ahead. Cool completely. Store airtight at room temperature. Rewarm in 325F oven about 5 minutes.)@newline@	Bread^Cheese^Appetizer^Bake^Cocktail Party^Parmesan^Winter^Bon Apptit
Toasted Barley and Asparagus "risotto"	Risotto, by definition, is made with rice. But other grainslike the barley in this main-course recipecan be prepared in the same style with equally terrific results. Toasting the barley enhances its nutty flavor and keeps it from getting soft and mushy.	12 ounces asparagus, trimmed, cut into 3/4-inch pieces^2 cups pearl barley^3 tablespoons butter^1 cup finely chopped onion^3 large garlic cloves, finely chopped^8 1/2 cups (about) canned vegetable broth^2 cups drained canned diced tomatoes in juice^1/2 cup freshly grated Parmesan cheese^1/2 cup chopped arugula or 3 tablespoons chopped fresh parsley^2 teaspoons grated lemon peel	Cook asparagus in pot of boiling salted water until crisp-tender, about 3 minutes. Drain. Transfer to bowl of ice water and cool. Drain. (Can be made 1 day ahead. Cover and refrigerate.)@newline@Stir barley in heavy large saucepan over medium heat until lightly toasted, about 5 minutes. Transfer barley to bowl. Melt butter in same saucepan over medium heat. Add onion and garlic; saut until tender, about 5 minutes. Add barley and stir to coat. Add 2 cups broth; reduce heat to medium-low and simmer until liquid is absorbed, stirring frequently, about 7 minutes. Mix in 2 1/2 cups broth and simmer until absorbed, stirring frequently. Add 3 cups broth and simmer until barley is tender and creamy but still slightly firm to bite, stirring frequently and adding more broth if mixture is dry, about 45 minutes. Add tomatoes and asparagus; stir until heated through, about 3 minutes. Mix in cheese, arugula and lemon peel. Season with salt and pepper.@newline@	Tomato^Vegetable^Side^Vegetarian^Parmesan^Barley^Asparagus^Arugula^Spring^Healthy^Simmer^Bon Apptit^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Grilled Chicken and Pork with Orange-Cumin Glaze	Look for chili-garlic sauce in the Asian foods section of the supermarket.	3 cups ketchup^3 cups orange juice^1 1/2 cups chopped fresh cilantro^1/2 cup chili-garlic sauce^1/4 cup soy sauce^2 tablespoons ground cumin^10 chicken thighs with bone and skin^10 1- to 1 1/4-inch-thick center-cut pork chops (each 12 ounces)	Puree first 6 ingredients in processor until smooth. Transfer to bowl.@newline@Prepare barbecue (medium heat); brush grill rack with oil. Set aside 3 cups glaze for serving. Grill chicken 6 minutes per side. Brush with some of remaining glaze. Continue grilling until chicken is cooked through, turning occasionally and brushing frequently with more glaze, about 25 minutes longer. Transfer chicken to platter; tent with foil to keep warm. Grill pork about 3 minutes per side. Brush with some glaze. Continue grilling until thermometer inserted into center of chop registers 145F to 150F, turning occasionally and brushing frequently with more glaze, about 12 minutes longer. Arrange pork on platter. Bring 3 cups reserved glaze to simmer. Serve chicken and pork, passing glaze separately.@newline@	American^Fruit Juice^Chicken^Pork^Summer^Grill/Barbecue^Cilantro^Soy Sauce^Bon Apptit
Gingerbread Cookies and Citrus Sugar Cookies	Each recipe makes about three dozen cookies, depending on the size of the cookie cutters used. The gingerbread cookies are crisp and lightly spiced, while the sugar cookies have lively lemon and tangerine flavors. Both are perfect for a variety of imaginative decorations.	2 3/4 cups unbleached all purpose flour^1 teaspoon ground ginger^3/4 teaspoon baking soda^1/2 teaspoon ground cinnamon^1/2 teaspoon ground cloves^1/4 cup solid vegetable shortening, room temperature^1/4 cup (1/2 stick) unsalted butter, room temperature^1/2 cup sugar^1/2 cup unsulfured (light) molasses^1 large egg^2 cups unbleached all purpose flour^1 1/2 teaspoons baking powder^1/4 teaspoon salt^3/4 cup (1 1/2 sticks) unsalted butter, room temperature^1 1/4 teaspoons grated lemon peel^1 1/4 grated tangerine peel or orange peel^1/2 cup sugar^1/4 cup powdered sugar^1 large egg	Sift flour, ginger, baking soda, cinnamon and cloves into medium bowl. Using electric mixer, beat shortening and butter in large bowl into light. Add sugar and beat until fluffy. Beat in molasses, then egg. Add dry ingredients. Using spoon, stir until mixture forms dough (dough will be very soft). Divide dough into thirds. Gather each third into ball; flatten into disks. Wrap each disk in plastic and refrigerate until firm, about 4 hours. (Can be prepared 2 days ahead. Keep refrigerated.)@newline@Sift flour, baking powder and salt into medium bowl. Using electric mixer, beat butter, lemon peel and tangerine peel in large bowl until light. Add 1/2 cup sugar and 1/4 cup powdered sugar and beat until fluffy. Beat in egg. Add dry ingredients. Using spoon, stir until mixture forms dough (dough will be soft). Divide dough into thirds. Gather each third into ball; flatten into disks. Wrap each disk in plastic and refrigerate until firm, about 4 hours. (Can be prepared 2 days ahead. Keep refrigerated. Let soften slightly, if necessary, before rolling out.)@newline@	Cookie^Citrus^Ginger^Dessert^Bake^Christmas^Kid-Friendly^Winter^Bon Apptit
Flourless Chocolate-Orange Almond Cake		Pareve kosher-for-Passover margarine, melted^1 1/4 cups whole almonds (6 to 7 ounces)^1 cup sugar, divided^6 ounces bittersweet (not unsweetened) or semisweet chocolate, coarsely chopped^1/2 cup unsweetened cocoa powder^1/2 cup orange juice^2 teaspoons grated orange peel^6 large eggs, separated^1 vanilla bean, split lengthwise^1/4 teaspoon salt^Chocolate-Orange Sorbet	Preheat oven to 350F. Brush bottom of 10-inch-diameter springform pan generously with margarine. Blend almonds and 1/4 cup sugar in processor until almonds are finely ground. Add chocolate; blend until chocolate is finely ground, scraping sides and bottom of bowl occasionally.@newline@Whisk cocoa, orange juice, and orange peel in small bowl until smooth. Combine egg yolks and 1/2 cup plus 2 tablespoons sugar in large bowl. Scrape in seeds from vanilla bean. Using electric mixer, beat until yolk mixture is very thick, about 4 minutes. Beat in cocoa mixture. Fold in ground-almond mixture. Using clean dry beaters, beat egg whites and salt in another large bowl until soft peaks form. Gradually add 2 tablespoons sugar, beating until whites are stiff but not dry. Fold whites into chocolate batter in 3 additions. Transfer to prepared pan.@newline@Bake cake until tester inserted into center comes out clean, about 40 minutes. Cool cake completely in pan on rack. (Can be made 1 day ahead. Cover with foil; store at room temperature.)@newline@	Jewish^Cake^Chocolate^Egg^Dessert^Bake^Passover^Orange^Almond^Vanilla^Kosher^Bon Apptit^Vegetarian^Pescatarian^Wheat/Gluten-Free^Peanut Free^Soy Free
Pumpkin Pie with Spiced Whipped Cream	Tina Thompson of Orlando, Florida, writes: "Food and nostalgia are closely related in my mind. When I miss my dad, I make an extra-buttery grilled-cheese sandwich just the way he would every Saturday for lunch. When I miss my college roommate Jenny, I splurge on a new ethnic food to remind me of adventures during our junior year abroad in London. Inspired by my great food experiences there, I attended a small cooking school stateside so that I could come up with some fantastic meals of my own."	1 frozen 9-inch deep-dish pie crust, thawed, pierced all over with fork^1 15-ounce can pure pumpkin^1 14-ounce can sweetened condensed milk^1/4 cup sour cream^2 teaspoons ground cinnamon^3/4 teaspoon ground ginger^1/2 teaspoon vanilla extract^1/4 teaspoon ground allspice^2 large eggs^3/4 cup chilled whipping cream^2 tablespoons sugar	Preheat oven to 400F. Reshape crust edge to form high-standing rim. Bake crust until browned, pressing bottom and sides of crust occasionally with back of fork, about 14 minutes. Cool crust on rack. Reduce oven temperature to 350F.@newline@Whisk pumpkin, condensed milk, sour cream, 1 1/2 teaspoons cinnamon, 1/2 teaspoon ginger, vanilla, and allspice in large bowl to blend. Whisk in eggs. Pour into crust (some filling may be left over).@newline@Bake pie until filling is puffed around sides and set in center, about 55 minutes. Cool pie on rack. (Can be made ahead. Let stand at room temperature 2 hours, or cover and chill overnight.)@newline@Beat whipping cream, sugar, 1/2 teaspoon cinnamon, and 1/4 teaspoon ginger in bowl until peaks form. Spoon large dollops around edge of pie and serve.@newline@	American^Milk/Cream^Vegetable^Dessert^Bake^Thanksgiving^Spice^Pumpkin^Fall^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
